customer_id,propensity_score,engagement_score,received_personalization,made_purchase,revenue,match_id
CUST00175,0.5270745906732356,0.099,1,0,0.0,96
CUST00177,0.5880582686846607,0.44,1,0,0.0,97
CUST00178,0.5646686465472325,0.358,1,0,0.0,98
CUST00180,0.5798308819572588,0.458,1,1,29.05,99
CUST00183,0.5599184219748297,0.359,1,1,212.58,100
CUST00185,0.5525270158132244,0.272,1,0,0.0,101
CUST00186,0.5092690826028671,0.032,1,0,0.0,102
CUST00187,0.5445091241481608,0.205,1,0,0.0,103
CUST00190,0.6097408515924714,0.541,1,0,0.0,104
CUST00191,0.5542471965693032,0.25,1,1,118.03,105
CUST00193,0.5387342951612702,0.204,1,0,0.0,106
CUST00194,0.530245265946416,0.208,1,0,0.0,107
CUST00195,0.546346536199145,0.29,1,0,0.0,108
CUST00198,0.5345209856369385,0.23,1,0,0.0,109
CUST00205,0.5698176129586257,0.324,1,0,0.0,110
CUST00206,0.5431092468244898,0.282,1,1,197.34,111
CUST00207,0.5609479385760652,0.322,1,0,0.0,112
CUST00208,0.6061695965936456,0.483,1,1,215.51,113
CUST00209,0.5832761829255104,0.457,1,1,56.96,114
CUST00211,0.5301195543519629,0.107,1,0,0.0,115
CUST00212,0.5386121672705945,0.283,1,0,0.0,116
CUST00218,0.6186590979998605,0.641,1,0,0.0,117
CUST00219,0.5400797484086678,0.329,1,0,0.0,118
CUST00222,0.5378397163279621,0.229,1,1,260.78,119
CUST00224,0.6002369170092228,0.563,1,1,303.13,120
CUST00225,0.5327821414643377,0.199,1,1,62.14,121
CUST00226,0.547290480870235,0.296,1,1,124.1,122
CUST00227,0.591359422326307,0.481,1,0,0.0,123
CUST00228,0.6015005735647605,0.537,1,0,0.0,124
CUST00229,0.5609303357013148,0.352,1,0,0.0,125
CUST00233,0.6179204672989663,0.531,1,0,0.0,126
CUST00235,0.5434323701757976,0.201,1,0,0.0,127
CUST00236,0.562670048316385,0.293,1,0,0.0,128
CUST00237,0.5114214027675474,0.112,1,1,45.18,129
CUST00238,0.5151592612493103,0.107,1,0,0.0,130
CUST00239,0.5568921726141565,0.339,1,0,0.0,131
CUST00240,0.52734842517496,0.113,1,0,0.0,132
CUST00241,0.5282353052575299,0.281,1,0,0.0,133
CUST00244,0.5432983346693311,0.253,1,1,90.17,134
CUST00245,0.577468788707151,0.382,1,1,124.54,135
CUST00247,0.5618286155993091,0.436,1,0,0.0,136
CUST00248,0.590065244502891,0.47,1,0,0.0,137
CUST00249,0.5680634901879139,0.334,1,1,85.23,138
CUST00250,0.5678127607933563,0.389,1,1,39.27,139
CUST00251,0.5606939864163326,0.417,1,1,93.71,140
CUST00252,0.558275141119969,0.293,1,0,0.0,141
CUST00253,0.5157165589376833,0.103,1,1,77.65,142
CUST00254,0.5732699969073289,0.323,1,1,40.06,143
CUST00257,0.5303620370004973,0.21,1,0,0.0,144
CUST00258,0.5360391814980902,0.273,1,0,0.0,145
CUST00259,0.5227534611594461,0.164,1,0,0.0,146
CUST00264,0.5997228361205217,0.607,1,0,0.0,147
CUST00266,0.5661158155859017,0.437,1,0,0.0,148
CUST00267,0.5242670523769312,0.16,1,0,0.0,149
CUST00268,0.5599438193217562,0.309,1,1,79.41,150
CUST00269,0.583758977471381,0.503,1,0,0.0,151
CUST00274,0.5197275558567642,0.207,1,0,0.0,152
CUST00276,0.5193810084659969,0.126,1,1,44.44,153
CUST00277,0.5274387084354534,0.242,1,0,0.0,154
CUST00282,0.5670479169743536,0.424,1,0,0.0,155
CUST00283,0.5306120550061189,0.157,1,0,0.0,156
CUST00284,0.5858032709802845,0.426,1,1,133.46,157
CUST00285,0.519941253141958,0.073,1,0,0.0,158
CUST00287,0.5904439166573374,0.422,1,0,0.0,159
CUST00289,0.5223459262788082,0.132,1,0,0.0,160
CUST00290,0.523690074417758,0.173,1,0,0.0,161
CUST00292,0.5344056172043693,0.165,1,0,0.0,162
CUST00294,0.5111479775964543,0.099,1,0,0.0,163
CUST00296,0.5300873320657178,0.24,1,0,0.0,164
CUST00299,0.5101617339428103,0.056,1,0,0.0,165
CUST00300,0.5755523966161654,0.426,1,0,0.0,166
CUST00302,0.5643174822557862,0.258,1,0,0.0,167
CUST00303,0.5545185383517585,0.256,1,0,0.0,168
CUST00304,0.5238262473304401,0.149,1,0,0.0,169
CUST00305,0.6248225487412961,0.628,1,0,0.0,170
CUST00308,0.5703469778984647,0.359,1,0,0.0,171
CUST00309,0.5827964342506115,0.413,1,0,0.0,172
CUST00310,0.5923567103759502,0.401,1,0,0.0,173
CUST00313,0.4960818496912295,0.048,1,1,98.68,174
CUST00314,0.5323676117829393,0.26,1,0,0.0,175
CUST00315,0.5391781239713098,0.194,1,0,0.0,176
CUST00317,0.56975950621397,0.299,1,0,0.0,177
CUST00318,0.5330688188675728,0.087,1,0,0.0,178
CUST00320,0.5515708473950499,0.252,1,0,0.0,179
CUST00322,0.531116892258331,0.173,1,0,0.0,180
CUST00326,0.5138130175631213,0.127,1,0,0.0,181
CUST00329,0.5103650132857707,0.175,1,0,0.0,182
CUST00332,0.5213377665075444,0.24,1,1,156.4,183
CUST00335,0.6102572350659963,0.599,1,0,0.0,184
CUST00336,0.5483895289632705,0.239,1,1,181.66,185
CUST00337,0.533704508696334,0.232,1,1,473.23,186
CUST00339,0.5791998822091063,0.423,1,0,0.0,187
CUST00340,0.5309244394553211,0.133,1,1,101.26,188
CUST00341,0.523838216176948,0.107,1,0,0.0,189
CUST00342,0.5237449804213744,0.159,1,0,0.0,190
CUST00343,0.5538247935493761,0.321,1,0,0.0,191
CUST00345,0.5120103246920036,0.095,1,0,0.0,192
CUST00346,0.49910321771143,0.069,1,0,0.0,193
CUST00348,0.5989529269289022,0.502,1,0,0.0,194
CUST00349,0.554805607600406,0.307,1,0,0.0,195
CUST00352,0.57342298844733,0.43,1,1,37.73,196
CUST00356,0.551466079826298,0.206,1,0,0.0,197
CUST00361,0.5434071847992159,0.235,1,0,0.0,198
CUST00362,0.5683798823398826,0.334,1,0,0.0,199
CUST00364,0.5112530986125591,0.068,1,1,55.29,200
CUST00365,0.5044484780638403,0.114,1,0,0.0,201
CUST00366,0.6138424673506572,0.527,1,1,141.21,202
CUST00367,0.5193632818680612,0.151,1,0,0.0,203
CUST00370,0.5607257100680538,0.356,1,1,179.09,204
CUST00371,0.5766512974052295,0.345,1,1,91.87,205
CUST00372,0.5503280676051767,0.202,1,0,0.0,206
CUST00374,0.5348419308134097,0.179,1,0,0.0,207
CUST00376,0.5665093894395355,0.336,1,0,0.0,208
CUST00379,0.5093730724152367,0.125,1,0,0.0,209
CUST00380,0.5471952183637596,0.346,1,0,0.0,210
CUST00382,0.53273780487548,0.157,1,0,0.0,211
CUST00384,0.5215681349841884,0.163,1,0,0.0,212
CUST00388,0.5230487423998962,0.085,1,0,0.0,213
CUST00389,0.545603945441463,0.27,1,1,85.17,214
CUST00391,0.5275532484064133,0.151,1,0,0.0,215
CUST00392,0.5469051842616345,0.213,1,1,258.94,216
CUST00394,0.5968211050752615,0.513,1,1,189.16,217
CUST00395,0.5632580385763046,0.35,1,0,0.0,218
CUST00398,0.5150954615428486,0.119,1,1,237.8,219
CUST00399,0.5304563453758275,0.184,1,0,0.0,220
CUST00400,0.5619703910071582,0.351,1,0,0.0,221
CUST00401,0.5176943725537014,0.144,1,0,0.0,222
CUST00403,0.5648553743876044,0.431,1,1,39.26,223
CUST00404,0.5109641482439675,0.09,1,0,0.0,224
CUST00405,0.5071803855033076,0.119,1,0,0.0,225
CUST00406,0.5152695453414138,0.151,1,0,0.0,226
CUST00408,0.5684994053056686,0.298,1,0,0.0,227
CUST00410,0.6312273182978524,0.568,1,0,0.0,228
CUST00411,0.5758709943919254,0.36,1,0,0.0,229
CUST00412,0.5429472071143686,0.275,1,0,0.0,230
CUST00413,0.563751005676601,0.275,1,0,0.0,231
CUST00414,0.5483653106957076,0.316,1,0,0.0,232
CUST00415,0.49409527850779117,0.081,1,1,145.66,233
CUST00416,0.5759657822037548,0.441,1,1,84.55,234
CUST00417,0.5724639481208892,0.3,1,0,0.0,235
CUST00419,0.5872607628471214,0.459,1,0,0.0,236
CUST00421,0.6027635913045455,0.553,1,1,211.09,237
CUST00422,0.5531142435893222,0.285,1,0,0.0,238
CUST00423,0.5801331625193696,0.445,1,0,0.0,239
CUST00424,0.550518417286944,0.257,1,0,0.0,240
CUST00425,0.6251534088852994,0.652,1,0,0.0,241
CUST00426,0.5261854714168424,0.168,1,0,0.0,242
CUST00427,0.5137115046405727,0.158,1,0,0.0,243
CUST00430,0.5582410966314452,0.24,1,0,0.0,244
CUST00432,0.5353261521832021,0.17,1,0,0.0,245
CUST00433,0.6027304189551533,0.601,1,1,226.52,246
CUST00434,0.6085419258108301,0.593,1,1,65.99,247
CUST00435,0.5296368596672852,0.199,1,0,0.0,248
CUST00436,0.5198712613459744,0.15,1,1,204.33,249
CUST00437,0.5832273044236147,0.428,1,1,23.18,250
CUST00438,0.5097021235140715,0.104,1,0,0.0,251
CUST00440,0.5253949569240779,0.184,1,0,0.0,252
CUST00441,0.5301605153096663,0.137,1,0,0.0,253
CUST00442,0.6052804776519389,0.596,1,0,0.0,254
CUST00443,0.566147709147161,0.335,1,0,0.0,255
CUST00444,0.6010028671154647,0.583,1,0,0.0,256
CUST00445,0.537751252894525,0.234,1,1,87.49,257
CUST00446,0.5030878383163445,0.068,1,0,0.0,258
CUST00448,0.538098329477269,0.212,1,1,74.12,259
CUST00449,0.5149640234660249,0.088,1,1,70.55,260
CUST00450,0.5196350154870794,0.166,1,0,0.0,261
CUST00452,0.5297979216726862,0.124,1,0,0.0,262
CUST00455,0.5242571760333171,0.166,1,1,78.28,263
CUST00457,0.547967226735572,0.304,1,0,0.0,264
CUST00461,0.544681988765508,0.252,1,0,0.0,265
CUST00463,0.5663700593676426,0.341,1,0,0.0,266
CUST00464,0.578864539173211,0.386,1,1,52.53,267
CUST00465,0.5316549363949763,0.128,1,0,0.0,268
CUST00469,0.5380971314036992,0.164,1,0,0.0,269
CUST00470,0.5436828737580148,0.287,1,0,0.0,270
CUST00471,0.5749447898616362,0.442,1,1,77.91,271
CUST00472,0.5870551658945236,0.407,1,0,0.0,272
CUST00473,0.5415434323109729,0.284,1,0,0.0,273
CUST00475,0.5418369781118405,0.156,1,0,0.0,274
CUST00478,0.530047360785185,0.128,1,1,34.12,275
CUST00480,0.5475703137581364,0.266,1,0,0.0,276
CUST00481,0.6005646475661381,0.46,1,0,0.0,277
CUST00482,0.5281885485635199,0.123,1,1,177.35,278
CUST00483,0.533568990208031,0.135,1,0,0.0,279
CUST00485,0.5514042357439396,0.341,1,0,0.0,280
CUST00487,0.5349198850374269,0.227,1,1,130.29,281
CUST00491,0.5664174986985643,0.401,1,0,0.0,282
CUST00492,0.6432195328274406,0.674,1,0,0.0,283
CUST00494,0.5397934047272602,0.201,1,0,0.0,284
CUST00495,0.4925619113687289,0.051,1,0,0.0,285
CUST00496,0.5716233203930339,0.389,1,0,0.0,286
CUST00497,0.5342521674601511,0.222,1,0,0.0,287
CUST00500,0.5129029448605055,0.173,1,0,0.0,288
CUST00504,0.6066290546536446,0.589,1,0,0.0,289
CUST00505,0.5067351574327773,0.079,1,0,0.0,290
CUST00506,0.5084745935338404,0.018,1,1,112.12,291
CUST00510,0.5513912246852747,0.344,1,1,47.56,292
CUST00512,0.5571002361211486,0.247,1,0,0.0,293
CUST00513,0.6482719346369269,0.765,1,1,58.73,294
CUST00515,0.5223167292276294,0.132,1,0,0.0,295
CUST00518,0.4926577994158118,0.035,1,0,0.0,296
CUST00519,0.5900014843284309,0.526,1,0,0.0,297
CUST00522,0.5393741744562374,0.115,1,1,69.79,298
CUST00523,0.5384035581359161,0.315,1,1,166.88,299
CUST00524,0.5579878813931308,0.336,1,0,0.0,300
CUST00525,0.5687567884871871,0.393,1,1,31.43,301
CUST00526,0.5445878489962525,0.231,1,0,0.0,302
CUST00527,0.5929800247951313,0.565,1,0,0.0,303
CUST00529,0.5432487763434201,0.236,1,0,0.0,304
CUST00530,0.5473289613481687,0.16,1,0,0.0,305
CUST00531,0.48656634464681614,0.046,1,0,0.0,306
CUST00533,0.498993645841233,0.052,1,0,0.0,307
CUST00535,0.5465135638345758,0.269,1,1,310.23,308
CUST00538,0.5032643193535514,0.155,1,0,0.0,309
CUST00540,0.54758348459927,0.191,1,0,0.0,310
CUST00541,0.5407284157855893,0.149,1,0,0.0,311
CUST00543,0.5530656981371892,0.324,1,0,0.0,312
CUST00545,0.5625689663876783,0.294,1,1,112.17,313
CUST00549,0.5673315693956364,0.406,1,0,0.0,314
CUST00550,0.5610524564920165,0.319,1,1,274.45,315
CUST00555,0.5157923373540155,0.028,1,0,0.0,316
CUST00556,0.5540287652862351,0.254,1,0,0.0,317
CUST00558,0.596603890261669,0.464,1,1,40.92,318
CUST00559,0.5695406539239548,0.316,1,0,0.0,319
CUST00561,0.550195859911434,0.289,1,1,53.7,320
CUST00562,0.5447295437989015,0.27,1,0,0.0,321
CUST00564,0.589060193327599,0.43,1,0,0.0,322
CUST00565,0.5336001562262234,0.142,1,0,0.0,323
CUST00566,0.567026648512445,0.334,1,0,0.0,324
CUST00568,0.5315870549615866,0.094,1,1,42.97,325
CUST00569,0.6208885965721697,0.58,1,1,324.2,326
CUST00574,0.5438533397207251,0.262,1,0,0.0,327
CUST00576,0.6259364829732418,0.607,1,0,0.0,328
CUST00577,0.5667945920433118,0.332,1,0,0.0,329
CUST00578,0.5193441403430913,0.178,1,0,0.0,330
CUST00581,0.5725164211017277,0.422,1,1,123.94,331
CUST00583,0.5114191918914877,0.132,1,1,22.57,332
CUST00587,0.5121833582338454,0.193,1,0,0.0,333
CUST00588,0.5758427003289492,0.394,1,1,81.24,334
CUST00589,0.6093106300623538,0.555,1,0,0.0,335
CUST00590,0.5627250392738975,0.218,1,1,492.8,336
CUST00592,0.5092235381972335,0.13,1,0,0.0,337
CUST00594,0.60745220487069,0.554,1,1,40.87,338
CUST00596,0.5367976709650946,0.185,1,0,0.0,339
CUST00597,0.6072810230031838,0.616,1,1,86.87,340
CUST00598,0.5922816090477986,0.575,1,0,0.0,341
CUST00600,0.592304101985479,0.423,1,0,0.0,342
CUST00601,0.5221874932823409,0.138,1,0,0.0,343
CUST00603,0.540196322369701,0.229,1,0,0.0,344
CUST00610,0.5408846412768353,0.137,1,0,0.0,345
CUST00611,0.5571608495564385,0.392,1,1,297.32,346
CUST00612,0.563089875465299,0.307,1,1,256.64,347
CUST00613,0.5057832551031396,0.093,1,1,28.66,348
CUST00614,0.5259426322128448,0.188,1,0,0.0,349
CUST00615,0.549819069773314,0.39,1,0,0.0,350
CUST00616,0.5810485954705913,0.353,1,0,0.0,351
CUST00619,0.5143036382614776,0.13,1,0,0.0,352
CUST00620,0.5329789454907412,0.273,1,0,0.0,353
CUST00621,0.5911573468637116,0.413,1,1,175.07,354
CUST00623,0.5423035600115093,0.21,1,0,0.0,355
CUST00624,0.5660818681190076,0.442,1,0,0.0,356
CUST00625,0.5263033284524304,0.206,1,0,0.0,357
CUST00626,0.6162917751559928,0.573,1,0,0.0,358
CUST00627,0.5622866206420245,0.319,1,0,0.0,359
CUST00629,0.5297667956922231,0.155,1,0,0.0,360
CUST00631,0.5651779962491842,0.329,1,0,0.0,361
CUST00632,0.5411464810860347,0.332,1,1,55.65,362
CUST00633,0.602911331783785,0.563,1,1,92.23,363
CUST00634,0.5405621884373314,0.342,1,0,0.0,364
CUST00635,0.5470558832169181,0.229,1,0,0.0,365
CUST00636,0.5462779882561316,0.189,1,1,105.99,366
CUST00637,0.5462888898124817,0.214,1,0,0.0,367
CUST00638,0.5564051750019282,0.355,1,1,62.62,368
CUST00641,0.5428033737751128,0.199,1,0,0.0,369
CUST00642,0.5753231916018814,0.346,1,0,0.0,370
CUST00643,0.5538821696830577,0.299,1,0,0.0,371
CUST00644,0.5998300025471597,0.58,1,0,0.0,372
CUST00649,0.5397270451803869,0.171,1,0,0.0,373
CUST00650,0.59193319652394,0.417,1,0,0.0,374
CUST00651,0.5880992277954822,0.376,1,0,0.0,375
CUST00654,0.5902367958234139,0.487,1,0,0.0,376
CUST00655,0.5273406266458189,0.207,1,0,0.0,377
CUST00656,0.6179424521996884,0.549,1,0,0.0,378
CUST00658,0.6084375431429686,0.524,1,0,0.0,379
CUST00660,0.5403158217805679,0.231,1,1,56.85,380
CUST00662,0.5419410060087385,0.223,1,1,134.13,381
CUST00663,0.5534276093754932,0.176,1,1,108.37,382
CUST00664,0.5622800246884164,0.34,1,0,0.0,383
CUST00665,0.5226133774541231,0.161,1,0,0.0,384
CUST00666,0.517110554007559,0.155,1,0,0.0,385
CUST00667,0.5629315983360492,0.231,1,0,0.0,386
CUST00668,0.5158404330316068,0.166,1,0,0.0,387
CUST00669,0.6050928656743486,0.512,1,0,0.0,388
CUST00677,0.5316619285595887,0.185,1,0,0.0,389
CUST00678,0.5758436209324724,0.467,1,0,0.0,390
CUST00680,0.5323322604765889,0.177,1,0,0.0,391
CUST00681,0.5141609387004882,0.136,1,0,0.0,392
CUST00683,0.5337188179867958,0.158,1,1,34.7,393
CUST00684,0.5559033046850967,0.259,1,0,0.0,394
CUST00685,0.5431278866089654,0.271,1,0,0.0,395
CUST00688,0.5129363713650361,0.122,1,0,0.0,396
CUST00690,0.5600634025180068,0.253,1,1,27.56,397
CUST00691,0.5664589602015473,0.314,1,1,43.54,398
CUST00692,0.5243964042544649,0.142,1,1,67.45,399
CUST00697,0.5613172826424582,0.353,1,0,0.0,400
CUST00699,0.531060268133482,0.211,1,0,0.0,401
CUST00701,0.6141937309035547,0.613,1,0,0.0,402
CUST00704,0.5988422388590386,0.529,1,0,0.0,403
CUST00705,0.5669995304332331,0.328,1,0,0.0,404
CUST00708,0.5197686663412602,0.112,1,0,0.0,405
CUST00709,0.5746623053677196,0.392,1,0,0.0,406
CUST00710,0.5434035579729221,0.197,1,1,61.65,407
CUST00711,0.5887146156642799,0.555,1,1,84.94,408
CUST00712,0.5887360261046324,0.468,1,1,72.19,409
CUST00713,0.5945962011066598,0.496,1,0,0.0,410
CUST00715,0.5472239210793317,0.164,1,0,0.0,411
CUST00716,0.5704609003105647,0.34,1,0,0.0,412
CUST00717,0.5434614492250078,0.327,1,1,60.16,413
CUST00718,0.5425706663266521,0.313,1,0,0.0,414
CUST00719,0.5724585810835193,0.399,1,0,0.0,415
CUST00720,0.565050617989958,0.415,1,0,0.0,416
CUST00721,0.5222323555866024,0.112,1,0,0.0,417
CUST00722,0.5806173107589937,0.482,1,0,0.0,418
CUST00727,0.6312596502239131,0.735,1,1,144.25,419
CUST00728,0.5703646437219907,0.308,1,1,112.28,420
CUST00729,0.5391334549396298,0.235,1,1,118.58,421
CUST00730,0.6440130996967547,0.716,1,0,0.0,422
CUST00731,0.528024959049272,0.259,1,0,0.0,423
CUST00733,0.5466066013563586,0.252,1,0,0.0,424
CUST00734,0.5340031960771873,0.154,1,1,65.7,425
CUST00735,0.5131827942050159,0.132,1,0,0.0,426
CUST00737,0.5805171598315682,0.421,1,0,0.0,427
CUST00739,0.5450957754611222,0.16,1,0,0.0,428
CUST00742,0.5730649069751845,0.328,1,1,43.56,429
CUST00743,0.5669480319220536,0.445,1,0,0.0,430
CUST00744,0.5210935519120976,0.052,1,1,68.36,431
CUST00753,0.5218467768705287,0.087,1,0,0.0,432
CUST00755,0.5813954975273244,0.456,1,0,0.0,433
CUST00756,0.6376958985518466,0.784,1,0,0.0,434
CUST00757,0.5688411823536064,0.434,1,1,46.94,435
CUST00759,0.4998611477576202,0.13,1,0,0.0,436
CUST00760,0.5653249715635547,0.301,1,1,71.67,437
CUST00762,0.5921090213615137,0.598,1,0,0.0,438
CUST00764,0.5652020464822427,0.297,1,1,353.42,439
CUST00765,0.5245810082197697,0.13,1,0,0.0,440
CUST00766,0.5420308274330952,0.254,1,0,0.0,441
CUST00767,0.5663391647430669,0.274,1,0,0.0,442
CUST00768,0.5065676555060128,0.04,1,0,0.0,443
CUST00771,0.5813822592362557,0.467,1,0,0.0,444
CUST00773,0.574136249909921,0.386,1,0,0.0,445
CUST00776,0.5777158923116206,0.436,1,0,0.0,446
CUST00778,0.6006995368844668,0.577,1,1,171.36,447
CUST00779,0.5242512531473594,0.11,1,0,0.0,448
CUST00780,0.5691791833574684,0.317,1,0,0.0,449
CUST00781,0.5775275961489208,0.473,1,1,44.32,450
CUST00782,0.5822535763024703,0.554,1,0,0.0,451
CUST00785,0.6059118145037127,0.478,1,0,0.0,452
CUST00786,0.5598535016368801,0.358,1,0,0.0,453
CUST00787,0.5483553324295494,0.319,1,1,42.89,454
CUST00791,0.5472273966571427,0.259,1,0,0.0,455
CUST00792,0.529135413088458,0.199,1,0,0.0,456
CUST00794,0.5478554149393344,0.224,1,0,0.0,457
CUST00795,0.5827845304189162,0.414,1,0,0.0,458
CUST00797,0.5932965299918705,0.444,1,0,0.0,459
CUST00801,0.5252626695395006,0.182,1,0,0.0,460
CUST00804,0.5352275688371761,0.267,1,1,182.56,461
CUST00805,0.5103449093806848,0.129,1,0,0.0,462
CUST00807,0.5047945134599688,0.063,1,0,0.0,463
CUST00809,0.5028355110895315,0.05,1,0,0.0,464
CUST00813,0.5201385304084174,0.124,1,1,37.11,465
CUST00815,0.5975878988963265,0.565,1,0,0.0,466
CUST00816,0.49498809646388103,0.082,1,0,0.0,467
CUST00817,0.5837240614477511,0.467,1,0,0.0,468
CUST00819,0.6217152448296274,0.556,1,1,41.41,469
CUST00823,0.5726135805353153,0.349,1,0,0.0,470
CUST00826,0.6206037989915151,0.705,1,1,59.9,471
CUST00827,0.568924490191235,0.408,1,0,0.0,472
CUST00829,0.5522974647998365,0.183,1,0,0.0,473
CUST00830,0.5627417053528726,0.299,1,0,0.0,474
CUST00831,0.6147502440495544,0.575,1,0,0.0,475
CUST00832,0.5831294614395087,0.45,1,0,0.0,476
CUST00834,0.5082293142990494,0.13,1,0,0.0,477
CUST00836,0.548867192778331,0.197,1,0,0.0,478
CUST00838,0.5692406543535441,0.318,1,0,0.0,479
CUST00840,0.4907476217185507,0.113,1,0,0.0,480
CUST00843,0.5943842469156444,0.414,1,1,71.3,481
