session_id,customer_id,event_number,event_type,event_timestamp,device_type,traffic_source,time_on_page_sec,hour_of_day,day_of_week,time_since_last_event
SESS0000028,CUST00230,3,Exit,2025-02-28 01:51:40,Desktop,Organic,0,1,4,13.0
SESS0000029,CUST01293,1,Homepage,2025-04-13 08:04:00,Desktop,Organic,122,8,6,0.0
SESS0000029,CUST01293,2,Search,2025-04-13 08:04:52,Desktop,Organic,93,8,6,52.0
SESS0000029,CUST01293,3,Product_View,2025-04-13 08:06:45,Desktop,Organic,241,8,6,113.0
SESS0000029,CUST01293,4,Exit,2025-04-13 08:07:42,Desktop,Organic,0,8,6,57.0
SESS0000030,CUST00865,1,Homepage,2025-05-26 22:20:00,Desktop,Paid_Search,80,22,0,0.0
SESS0000030,CUST00865,2,Category_Browse,2025-05-26 22:20:35,Desktop,Paid_Search,148,22,0,35.0
SESS0000030,CUST00865,3,Product_View,2025-05-26 22:21:35,Desktop,Paid_Search,90,22,0,60.0
SESS0000030,CUST00865,4,Exit,2025-05-26 22:22:08,Desktop,Paid_Search,0,22,0,33.0
SESS0000031,CUST00871,1,Homepage,2025-06-17 15:25:00,Mobile,Organic,208,15,1,0.0
SESS0000031,CUST00871,2,Category_Browse,2025-06-17 15:25:25,Mobile,Organic,222,15,1,25.0
SESS0000031,CUST00871,3,Product_View,2025-06-17 15:27:04,Mobile,Organic,43,15,1,99.0
SESS0000031,CUST00871,4,Product_View,2025-06-17 15:28:53,Mobile,Organic,293,15,1,109.0
SESS0000031,CUST00871,5,Add_to_Cart,2025-06-17 15:29:27,Mobile,Organic,27,15,1,34.0
SESS0000031,CUST00871,6,Checkout_Start,2025-06-17 15:30:06,Mobile,Organic,250,15,1,39.0
SESS0000031,CUST00871,7,Payment_Info,2025-06-17 15:31:44,Mobile,Organic,104,15,1,98.0
SESS0000031,CUST00871,8,Order_Complete,2025-06-17 15:32:22,Mobile,Organic,184,15,1,38.0
SESS0000032,CUST02634,1,Homepage,2025-04-28 04:16:00,Mobile,Social,8,4,0,0.0
SESS0000032,CUST02634,2,Category_Browse,2025-04-28 04:16:25,Mobile,Social,284,4,0,25.0
SESS0000032,CUST02634,3,Product_View,2025-04-28 04:17:54,Mobile,Social,251,4,0,89.0
SESS0000032,CUST02634,4,Add_to_Cart,2025-04-28 04:18:00,Mobile,Social,164,4,0,6.0
SESS0000032,CUST02634,5,Checkout_Start,2025-04-28 04:19:53,Mobile,Social,156,4,0,113.0
SESS0000032,CUST02634,6,Exit,2025-04-28 04:20:09,Mobile,Social,0,4,0,16.0
SESS0000033,CUST00572,1,Homepage,2025-03-05 23:35:00,Mobile,Social,69,23,2,0.0
SESS0000033,CUST00572,2,Category_Browse,2025-03-05 23:35:42,Mobile,Social,172,23,2,42.0
SESS0000033,CUST00572,3,Product_View,2025-03-05 23:37:05,Mobile,Social,47,23,2,83.0
SESS0000033,CUST00572,4,Exit,2025-03-05 23:37:53,Mobile,Social,0,23,2,48.0
SESS0000034,CUST02208,1,Homepage,2025-03-09 23:37:00,Mobile,Organic,219,23,6,0.0
SESS0000034,CUST02208,2,Category_Browse,2025-03-09 23:38:30,Mobile,Organic,94,23,6,90.0
SESS0000034,CUST02208,3,Exit,2025-03-09 23:38:42,Mobile,Organic,0,23,6,12.0
SESS0000035,CUST01755,1,Homepage,2025-05-30 12:23:00,Mobile,Social,118,12,4,0.0
SESS0000035,CUST01755,2,Search,2025-05-30 12:23:49,Mobile,Social,79,12,4,49.0
SESS0000035,CUST01755,3,Product_View,2025-05-30 12:24:27,Mobile,Social,221,12,4,38.0
SESS0000035,CUST01755,4,Exit,2025-05-30 12:24:52,Mobile,Social,0,12,4,25.0
SESS0000036,CUST00899,1,Homepage,2025-02-05 16:31:00,Tablet,Paid_Search,103,16,2,0.0
SESS0000036,CUST00899,2,Search,2025-02-05 16:31:52,Tablet,Paid_Search,40,16,2,52.0
SESS0000036,CUST00899,3,Product_View,2025-02-05 16:33:23,Tablet,Paid_Search,100,16,2,91.0
SESS0000036,CUST00899,4,Add_to_Cart,2025-02-05 16:33:51,Tablet,Paid_Search,155,16,2,28.0
SESS0000036,CUST00899,5,Exit,2025-02-05 16:34:27,Tablet,Paid_Search,0,16,2,36.0
SESS0000037,CUST00373,1,Homepage,2025-01-13 03:09:00,Desktop,Paid_Search,277,3,0,0.0
SESS0000037,CUST00373,2,Search,2025-01-13 03:09:53,Desktop,Paid_Search,66,3,0,53.0
SESS0000037,CUST00373,3,Product_View,2025-01-13 03:11:26,Desktop,Paid_Search,221,3,0,93.0
SESS0000037,CUST00373,4,Add_to_Cart,2025-01-13 03:11:52,Desktop,Paid_Search,191,3,0,26.0
SESS0000037,CUST00373,5,Exit,2025-01-13 03:12:15,Desktop,Paid_Search,0,3,0,23.0
SESS0000038,CUST02571,1,Homepage,2025-02-10 21:27:00,Mobile,Organic,210,21,0,0.0
SESS0000038,CUST02571,2,Search,2025-02-10 21:27:35,Mobile,Organic,56,21,0,35.0
SESS0000038,CUST02571,3,Exit,2025-02-10 21:27:58,Mobile,Organic,0,21,0,23.0
SESS0000039,CUST02443,1,Homepage,2025-01-17 12:24:00,Mobile,Organic,57,12,4,0.0
SESS0000039,CUST02443,2,Search,2025-01-17 12:24:27,Mobile,Organic,148,12,4,27.0
SESS0000039,CUST02443,3,Product_View,2025-01-17 12:25:33,Mobile,Organic,43,12,4,66.0
SESS0000039,CUST02443,4,Product_View,2025-01-17 12:27:31,Mobile,Organic,185,12,4,118.0
SESS0000039,CUST02443,5,Add_to_Cart,2025-01-17 12:28:17,Mobile,Organic,190,12,4,46.0
SESS0000039,CUST02443,6,Checkout_Start,2025-01-17 12:31:08,Mobile,Organic,227,12,4,171.0
SESS0000039,CUST02443,7,Payment_Info,2025-01-17 12:33:39,Mobile,Organic,137,12,4,151.0
SESS0000039,CUST02443,8,Order_Complete,2025-01-17 12:34:18,Mobile,Organic,219,12,4,39.0
SESS0000040,CUST02441,1,Homepage,2025-04-30 16:16:00,Mobile,Social,257,16,2,0.0
SESS0000040,CUST02441,2,Category_Browse,2025-04-30 16:17:51,Mobile,Social,11,16,2,111.0
SESS0000040,CUST02441,3,Product_View,2025-04-30 16:18:46,Mobile,Social,145,16,2,55.0
SESS0000040,CUST02441,4,Add_to_Cart,2025-04-30 16:19:30,Mobile,Social,174,16,2,44.0
SESS0000040,CUST02441,5,Exit,2025-04-30 16:19:43,Mobile,Social,0,16,2,13.0
SESS0000041,CUST02267,1,Homepage,2025-01-03 21:46:00,Desktop,Social,149,21,4,0.0
SESS0000041,CUST02267,2,Category_Browse,2025-01-03 21:47:20,Desktop,Social,221,21,4,80.0
SESS0000041,CUST02267,3,Product_View,2025-01-03 21:48:14,Desktop,Social,136,21,4,54.0
SESS0000041,CUST02267,4,Product_View,2025-01-03 21:48:59,Desktop,Social,74,21,4,45.0
SESS0000041,CUST02267,5,Add_to_Cart,2025-01-03 21:49:34,Desktop,Social,279,21,4,35.0
SESS0000041,CUST02267,6,Checkout_Start,2025-01-03 21:51:51,Desktop,Social,186,21,4,137.0
SESS0000041,CUST02267,7,Payment_Info,2025-01-03 21:53:51,Desktop,Social,206,21,4,120.0
SESS0000041,CUST02267,8,Order_Complete,2025-01-03 21:54:21,Desktop,Social,23,21,4,30.0
SESS0000042,CUST00470,1,Homepage,2025-06-24 17:48:00,Mobile,Paid_Search,5,17,1,0.0
SESS0000042,CUST00470,2,Search,2025-06-24 17:48:07,Mobile,Paid_Search,194,17,1,7.0
SESS0000042,CUST00470,3,Product_View,2025-06-24 17:49:19,Mobile,Paid_Search,121,17,1,72.0
SESS0000042,CUST00470,4,Product_View,2025-06-24 17:49:34,Mobile,Paid_Search,62,17,1,15.0
SESS0000042,CUST00470,5,Add_to_Cart,2025-06-24 17:50:22,Mobile,Paid_Search,177,17,1,48.0
SESS0000042,CUST00470,6,Checkout_Start,2025-06-24 17:51:52,Mobile,Paid_Search,153,17,1,90.0
SESS0000042,CUST00470,7,Payment_Info,2025-06-24 17:53:41,Mobile,Paid_Search,217,17,1,109.0
SESS0000042,CUST00470,8,Order_Complete,2025-06-24 17:53:56,Mobile,Paid_Search,256,17,1,15.0
SESS0000043,CUST01093,1,Homepage,2025-06-14 10:07:00,Mobile,Paid_Search,18,10,5,0.0
SESS0000043,CUST01093,2,Category_Browse,2025-06-14 10:07:24,Mobile,Paid_Search,5,10,5,24.0
SESS0000043,CUST01093,3,Product_View,2025-06-14 10:08:27,Mobile,Paid_Search,263,10,5,63.0
SESS0000043,CUST01093,4,Exit,2025-06-14 10:08:47,Mobile,Paid_Search,0,10,5,20.0
SESS0000044,CUST01203,1,Homepage,2025-04-22 05:29:00,Desktop,Direct,160,5,1,0.0
SESS0000044,CUST01203,2,Search,2025-04-22 05:29:57,Desktop,Direct,12,5,1,57.0
SESS0000044,CUST01203,3,Exit,2025-04-22 05:30:29,Desktop,Direct,0,5,1,32.0
SESS0000045,CUST00014,1,Homepage,2025-03-09 16:48:00,Desktop,Paid_Search,232,16,6,0.0
SESS0000045,CUST00014,2,Search,2025-03-09 16:48:31,Desktop,Paid_Search,149,16,6,31.0
SESS0000045,CUST00014,3,Product_View,2025-03-09 16:49:53,Desktop,Paid_Search,216,16,6,82.0
SESS0000045,CUST00014,4,Product_View,2025-03-09 16:51:19,Desktop,Paid_Search,224,16,6,86.0
SESS0000045,CUST00014,5,Add_to_Cart,2025-03-09 16:52:11,Desktop,Paid_Search,50,16,6,52.0
SESS0000045,CUST00014,6,Checkout_Start,2025-03-09 16:53:15,Desktop,Paid_Search,257,16,6,64.0
SESS0000045,CUST00014,7,Payment_Info,2025-03-09 16:55:58,Desktop,Paid_Search,86,16,6,163.0
SESS0000045,CUST00014,8,Order_Complete,2025-03-09 16:56:53,Desktop,Paid_Search,260,16,6,55.0
SESS0000046,CUST00732,1,Homepage,2025-05-10 03:55:00,Desktop,Direct,9,3,5,0.0
SESS0000046,CUST00732,2,Search,2025-05-10 03:55:59,Desktop,Direct,293,3,5,59.0
SESS0000046,CUST00732,3,Product_View,2025-05-10 03:57:13,Desktop,Direct,150,3,5,74.0
SESS0000046,CUST00732,4,Product_View,2025-05-10 03:58:58,Desktop,Direct,243,3,5,105.0
SESS0000046,CUST00732,5,Add_to_Cart,2025-05-10 03:59:51,Desktop,Direct,271,3,5,53.0
SESS0000046,CUST00732,6,Checkout_Start,2025-05-10 04:01:45,Desktop,Direct,286,4,5,114.0
SESS0000046,CUST00732,7,Payment_Info,2025-05-10 04:03:17,Desktop,Direct,221,4,5,92.0
SESS0000046,CUST00732,8,Order_Complete,2025-05-10 04:03:43,Desktop,Direct,287,4,5,26.0
SESS0000047,CUST02562,1,Homepage,2025-03-18 20:32:00,Desktop,Organic,10,20,1,0.0
SESS0000047,CUST02562,2,Search,2025-03-18 20:32:32,Desktop,Organic,201,20,1,32.0
SESS0000047,CUST02562,3,Product_View,2025-03-18 20:34:16,Desktop,Organic,137,20,1,104.0
SESS0000047,CUST02562,4,Product_View,2025-03-18 20:36:07,Desktop,Organic,263,20,1,111.0
SESS0000047,CUST02562,5,Add_to_Cart,2025-03-18 20:37:04,Desktop,Organic,27,20,1,57.0
SESS0000047,CUST02562,6,Checkout_Start,2025-03-18 20:38:26,Desktop,Organic,169,20,1,82.0
SESS0000047,CUST02562,7,Payment_Info,2025-03-18 20:40:18,Desktop,Organic,149,20,1,112.0
SESS0000047,CUST02562,8,Order_Complete,2025-03-18 20:40:43,Desktop,Organic,82,20,1,25.0
SESS0000048,CUST02495,1,Homepage,2025-02-20 04:23:00,Mobile,Organic,292,4,3,0.0
SESS0000048,CUST02495,2,Category_Browse,2025-02-20 04:23:43,Mobile,Organic,99,4,3,43.0
SESS0000048,CUST02495,3,Exit,2025-02-20 04:23:55,Mobile,Organic,0,4,3,12.0
SESS0000049,CUST00662,1,Homepage,2025-05-19 16:58:00,Mobile,Paid_Search,58,16,0,0.0
SESS0000049,CUST00662,2,Search,2025-05-19 16:58:48,Mobile,Paid_Search,226,16,0,48.0
SESS0000049,CUST00662,3,Product_View,2025-05-19 16:59:54,Mobile,Paid_Search,116,16,0,66.0
SESS0000049,CUST00662,4,Add_to_Cart,2025-05-19 17:00:45,Mobile,Paid_Search,211,17,0,51.0
SESS0000049,CUST00662,5,Checkout_Start,2025-05-19 17:02:39,Mobile,Paid_Search,70,17,0,114.0
SESS0000049,CUST00662,6,Exit,2025-05-19 17:02:54,Mobile,Paid_Search,0,17,0,15.0
SESS0000050,CUST00003,1,Homepage,2025-06-03 10:31:00,Mobile,Organic,290,10,1,0.0
SESS0000050,CUST00003,2,Search,2025-06-03 10:31:19,Mobile,Organic,253,10,1,19.0
SESS0000050,CUST00003,3,Product_View,2025-06-03 10:32:06,Mobile,Organic,34,10,1,47.0
SESS0000050,CUST00003,4,Product_View,2025-06-03 10:34:01,Mobile,Organic,55,10,1,115.0
