customer_id,engagement_score,past_purchases,account_age_days,device_type,received_personalization,made_purchase,revenue
CUST00038,0.296,6,685,Desktop,0,0,0.0
CUST00039,0.299,2,345,Desktop,1,0,0.0
CUST00040,0.038,6,853,Desktop,0,1,208.46
CUST00041,0.25,1,134,Mobile,1,1,213.09
CUST00042,0.274,5,907,Mobile,1,1,110.12
CUST00043,0.368,4,796,Mobile,0,0,0.0
CUST00044,0.101,3,476,Desktop,0,0,0.0
CUST00045,0.186,4,98,Tablet,1,0,0.0
CUST00046,0.072,1,403,Desktop,1,0,0.0
CUST00047,0.442,3,711,Mobile,1,1,38.07
CUST00048,0.122,2,379,Mobile,1,1,91.94
CUST00049,0.287,4,728,Mobile,0,0,0.0
CUST00050,0.562,2,514,Mobile,1,0,0.0
CUST00051,0.369,4,499,Desktop,0,0,0.0
CUST00052,0.265,4,691,Mobile,1,0,0.0
CUST00053,0.369,6,674,Mobile,1,0,0.0
CUST00054,0.064,2,897,Mobile,0,0,0.0
CUST00055,0.79,2,358,Desktop,1,0,0.0
CUST00056,0.115,1,947,Mobile,0,0,0.0
CUST00057,0.233,3,71,Mobile,0,0,0.0
CUST00058,0.584,3,850,Desktop,0,1,72.9
CUST00059,0.239,5,126,Desktop,0,1,133.65
CUST00060,0.163,4,186,Mobile,0,0,0.0
CUST00061,0.265,3,741,Mobile,1,0,0.0
CUST00062,0.445,3,156,Mobile,1,0,0.0
CUST00063,0.125,3,211,Desktop,1,0,0.0
CUST00064,0.472,3,273,Mobile,0,0,0.0
CUST00065,0.516,2,996,Mobile,1,0,0.0
CUST00066,0.622,6,356,Desktop,1,0,0.0
CUST00067,0.169,0,315,Desktop,0,0,0.0
CUST00068,0.134,2,293,Desktop,0,0,0.0
CUST00069,0.681,3,788,Mobile,1,0,0.0
CUST00070,0.434,8,939,Mobile,0,1,29.12
CUST00071,0.031,2,500,Mobile,0,0,0.0
CUST00072,0.11,3,88,Desktop,0,0,0.0
CUST00073,0.5,4,104,Desktop,1,0,0.0
CUST00074,0.157,2,56,Desktop,0,0,0.0
CUST00075,0.403,3,851,Desktop,1,0,0.0
CUST00076,0.308,4,787,Mobile,1,0,0.0
CUST00077,0.096,3,102,Mobile,0,0,0.0
CUST00078,0.091,4,73,Desktop,0,0,0.0
CUST00079,0.161,9,567,Mobile,0,0,0.0
CUST00080,0.458,8,519,Desktop,0,0,0.0
CUST00081,0.055,4,950,Desktop,0,0,0.0
CUST00082,0.164,0,810,Mobile,0,0,0.0
CUST00083,0.114,6,32,Mobile,1,0,0.0
CUST00084,0.228,0,428,Mobile,0,0,0.0
CUST00085,0.32,2,593,Mobile,1,0,0.0
CUST00086,0.415,1,535,Desktop,1,1,71.95
CUST00087,0.154,2,358,Desktop,0,0,0.0
CUST00088,0.354,1,492,Desktop,1,1,31.28
CUST00089,0.101,1,345,Mobile,0,0,0.0
CUST00090,0.398,5,600,Desktop,0,0,0.0
CUST00091,0.311,3,564,Mobile,0,0,0.0
CUST00092,0.459,1,262,Desktop,1,0,0.0
CUST00093,0.463,5,225,Mobile,0,0,0.0
CUST00094,0.406,1,239,Desktop,0,0,0.0
CUST00095,0.159,0,675,Mobile,0,0,0.0
CUST00096,0.372,5,488,Mobile,0,1,132.97
CUST00097,0.383,4,861,Desktop,0,0,0.0
CUST00098,0.66,1,56,Desktop,0,0,0.0
CUST00099,0.191,1,265,Mobile,0,0,0.0
CUST00100,0.504,3,349,Mobile,0,0,0.0
CUST00101,0.41,1,75,Mobile,1,0,0.0
CUST00102,0.358,1,955,Mobile,1,0,0.0
CUST00103,0.149,1,334,Tablet,1,0,0.0
CUST00104,0.234,7,419,Desktop,1,0,0.0
CUST00105,0.535,1,330,Desktop,1,0,0.0
CUST00106,0.313,1,752,Mobile,0,0,0.0
CUST00107,0.358,0,382,Desktop,1,0,0.0
CUST00108,0.107,5,895,Mobile,0,0,0.0
CUST00109,0.352,4,549,Mobile,0,0,0.0
CUST00110,0.259,1,410,Mobile,1,0,0.0
CUST00111,0.36,3,981,Mobile,1,1,45.98
CUST00112,0.171,2,805,Desktop,0,1,149.64
CUST00113,0.407,2,911,Tablet,1,1,116.52
CUST00114,0.335,1,720,Mobile,1,0,0.0
CUST00115,0.245,3,413,Mobile,1,0,0.0
CUST00116,0.132,1,524,Mobile,0,0,0.0
CUST00117,0.254,2,869,Desktop,0,0,0.0
CUST00118,0.235,5,188,Desktop,0,0,0.0
CUST00119,0.6,3,851,Desktop,1,0,0.0
CUST00120,0.259,3,296,Desktop,0,0,0.0
CUST00121,0.199,3,812,Mobile,0,0,0.0
CUST00122,0.168,3,80,Mobile,0,0,0.0
CUST00123,0.486,3,449,Desktop,1,0,0.0
CUST00124,0.361,2,270,Desktop,1,0,0.0
CUST00125,0.253,6,39,Mobile,1,0,0.0
CUST00126,0.676,5,468,Desktop,1,0,0.0
CUST00127,0.34,3,619,Desktop,1,1,83.27
CUST00128,0.566,2,309,Mobile,1,0,0.0
CUST00129,0.052,3,454,Desktop,1,0,0.0
CUST00130,0.174,3,371,Desktop,0,0,0.0
CUST00131,0.465,4,237,Mobile,1,0,0.0
CUST00132,0.228,1,901,Desktop,1,0,0.0
CUST00133,0.263,2,538,Mobile,1,0,0.0
CUST00134,0.18,3,340,Mobile,0,0,0.0
CUST00135,0.024,5,36,Mobile,1,0,0.0
CUST00136,0.452,5,139,Desktop,0,0,0.0
CUST00137,0.132,1,41,Tablet,1,0,0.0
CUST00138,0.005,3,546,Desktop,1,1,64.19
CUST00139,0.256,1,644,Mobile,1,0,0.0
CUST00140,0.157,4,555,Mobile,1,0,0.0
CUST00141,0.353,3,42,Mobile,1,0,0.0
CUST00142,0.123,3,823,Mobile,0,0,0.0
CUST00143,0.308,3,149,Mobile,0,0,0.0
CUST00144,0.456,4,885,Desktop,1,0,0.0
CUST00145,0.324,1,177,Desktop,1,0,0.0
CUST00146,0.377,1,379,Desktop,1,0,0.0
CUST00147,0.342,3,833,Desktop,0,0,0.0
CUST00148,0.334,5,812,Mobile,0,1,157.07
CUST00149,0.683,4,946,Mobile,0,0,0.0
CUST00150,0.49,4,264,Mobile,1,0,0.0
CUST00151,0.388,2,307,Mobile,0,0,0.0
CUST00152,0.582,3,685,Desktop,0,0,0.0
CUST00153,0.186,5,422,Desktop,1,0,0.0
CUST00154,0.133,7,498,Mobile,1,1,71.07
CUST00155,0.143,2,529,Desktop,0,0,0.0
CUST00156,0.172,1,138,Desktop,0,0,0.0
CUST00157,0.457,3,505,Desktop,0,0,0.0
CUST00158,0.18,1,107,Desktop,0,0,0.0
CUST00159,0.103,6,576,Mobile,0,0,0.0
CUST00160,0.289,1,772,Desktop,0,0,0.0
CUST00161,0.505,1,437,Mobile,1,0,0.0
CUST00162,0.14,3,842,Desktop,1,0,0.0
CUST00163,0.48,1,701,Desktop,0,0,0.0
CUST00164,0.122,4,334,Mobile,0,0,0.0
CUST00165,0.236,2,383,Mobile,1,0,0.0
CUST00166,0.261,2,86,Desktop,1,0,0.0
CUST00167,0.43,2,860,Mobile,1,0,0.0
CUST00168,0.211,2,811,Mobile,1,0,0.0
CUST00169,0.301,2,630,Mobile,1,0,0.0
CUST00170,0.164,2,267,Mobile,1,0,0.0
CUST00171,0.119,2,158,Mobile,1,0,0.0
CUST00172,0.14,3,158,Mobile,0,0,0.0
CUST00173,0.278,4,674,Tablet,1,0,0.0
CUST00174,0.204,3,160,Desktop,1,1,69.6
CUST00175,0.099,3,302,Desktop,1,0,0.0
CUST00176,0.122,1,964,Mobile,0,0,0.0
CUST00177,0.44,2,683,Desktop,1,0,0.0
CUST00178,0.358,2,530,Mobile,1,0,0.0
CUST00179,0.33,5,742,Desktop,0,0,0.0
CUST00180,0.458,2,705,Mobile,1,1,29.05
CUST00181,0.324,0,97,Desktop,0,0,0.0
CUST00182,0.074,4,333,Desktop,0,1,96.43
CUST00183,0.359,3,588,Mobile,1,1,212.58
CUST00184,0.3,4,390,Mobile,0,1,113.66
CUST00185,0.272,1,478,Mobile,1,0,0.0
CUST00186,0.032,2,165,Mobile,1,0,0.0
CUST00187,0.205,2,582,Desktop,1,0,0.0
CUST00188,0.195,3,48,Mobile,0,0,0.0
CUST00189,0.048,1,888,Mobile,0,0,0.0
CUST00190,0.541,2,142,Mobile,1,0,0.0
CUST00191,0.25,1,239,Mobile,1,1,118.03
CUST00192,0.073,4,386,Mobile,0,0,0.0
CUST00193,0.204,3,663,Desktop,1,0,0.0
CUST00194,0.208,1,854,Mobile,1,0,0.0
CUST00195,0.29,4,448,Mobile,1,0,0.0
CUST00196,0.085,4,866,Mobile,0,0,0.0
CUST00197,0.517,3,274,Mobile,0,1,81.91
CUST00198,0.23,5,307,Mobile,1,0,0.0
CUST00199,0.47,2,526,Mobile,0,0,0.0
CUST00200,0.193,3,538,Tablet,0,0,0.0
CUST00201,0.43,0,686,Desktop,0,1,244.37
CUST00202,0.562,1,213,Mobile,0,0,0.0
CUST00203,0.225,4,245,Mobile,0,0,0.0
CUST00204,0.216,6,970,Mobile,0,0,0.0
CUST00205,0.324,2,509,Desktop,1,0,0.0
CUST00206,0.282,5,823,Desktop,1,1,197.34
CUST00207,0.322,6,294,Desktop,1,0,0.0
CUST00208,0.483,0,112,Mobile,1,1,215.51
CUST00209,0.457,5,594,Desktop,1,1,56.96
CUST00210,0.543,6,907,Desktop,0,0,0.0
CUST00211,0.107,2,383,Desktop,1,0,0.0
CUST00212,0.283,4,697,Mobile,1,0,0.0
CUST00213,0.141,4,727,Mobile,0,0,0.0
CUST00214,0.253,2,552,Tablet,0,0,0.0
CUST00215,0.323,4,687,Desktop,0,1,75.81
CUST00216,0.189,5,934,Mobile,0,0,0.0
CUST00217,0.28,3,342,Desktop,0,0,0.0
CUST00218,0.641,3,416,Mobile,1,0,0.0
CUST00219,0.329,6,722,Mobile,1,0,0.0
CUST00220,0.493,4,402,Desktop,0,0,0.0
CUST00221,0.15,3,518,Tablet,0,0,0.0
CUST00222,0.229,4,307,Mobile,1,1,260.78
CUST00223,0.431,3,441,Desktop,0,0,0.0
CUST00224,0.563,5,702,Tablet,1,1,303.13
CUST00225,0.199,2,547,Mobile,1,1,62.14
CUST00226,0.296,6,630,Desktop,1,1,124.1
CUST00227,0.481,5,456,Desktop,1,0,0.0
CUST00228,0.537,3,757,Desktop,1,0,0.0
CUST00229,0.352,1,769,Mobile,1,0,0.0
CUST00230,0.26,5,722,Mobile,0,0,0.0
CUST00231,0.139,0,430,Mobile,0,0,0.0
CUST00232,0.227,2,228,Desktop,0,0,0.0
CUST00233,0.531,2,176,Desktop,1,0,0.0
CUST00234,0.416,2,193,Desktop,0,0,0.0
CUST00235,0.201,1,283,Mobile,1,0,0.0
CUST00236,0.293,1,241,Mobile,1,0,0.0
CUST00237,0.112,3,566,Mobile,1,1,45.18
CUST00238,0.107,2,967,Desktop,1,0,0.0
CUST00239,0.339,4,862,Desktop,1,0,0.0
CUST00240,0.113,2,538,Desktop,1,0,0.0
CUST00241,0.281,6,812,Mobile,1,0,0.0
CUST00242,0.335,2,931,Mobile,0,1,268.15
CUST00243,0.228,2,689,Desktop,0,0,0.0
CUST00244,0.253,5,142,Mobile,1,1,90.17
CUST00245,0.382,3,518,Desktop,1,1,124.54
CUST00246,0.164,2,58,Mobile,0,0,0.0
CUST00247,0.436,4,974,Mobile,1,0,0.0
CUST00248,0.47,3,698,Desktop,1,0,0.0
CUST00249,0.334,4,381,Desktop,1,1,85.23
CUST00250,0.389,4,819,Desktop,1,1,39.27
CUST00251,0.417,4,871,Mobile,1,1,93.71
CUST00252,0.293,2,277,Mobile,1,0,0.0
CUST00253,0.103,1,604,Mobile,1,1,77.65
CUST00254,0.323,3,193,Tablet,1,1,40.06
CUST00255,0.403,1,102,Mobile,0,0,0.0
CUST00256,0.125,3,364,Mobile,0,0,0.0
CUST00257,0.21,1,865,Mobile,1,0,0.0
CUST00258,0.273,8,169,Mobile,1,0,0.0
CUST00259,0.164,4,391,Mobile,1,0,0.0
CUST00260,0.134,4,486,Mobile,0,0,0.0
CUST00261,0.092,0,479,Mobile,0,0,0.0
CUST00262,0.028,3,703,Mobile,0,0,0.0
CUST00263,0.298,5,359,Mobile,0,0,0.0
CUST00264,0.607,7,823,Desktop,1,0,0.0
CUST00265,0.223,4,54,Desktop,0,0,0.0
CUST00266,0.437,4,812,Mobile,1,0,0.0
CUST00267,0.16,1,714,Mobile,1,0,0.0
CUST00268,0.309,4,508,Desktop,1,1,79.41
CUST00269,0.503,2,898,Mobile,1,0,0.0
CUST00270,0.461,2,429,Desktop,0,0,0.0
CUST00271,0.309,3,88,Mobile,0,0,0.0
CUST00272,0.336,2,820,Desktop,0,0,0.0
CUST00273,0.384,2,407,Mobile,0,0,0.0
CUST00274,0.207,5,706,Mobile,1,0,0.0
CUST00275,0.405,8,211,Desktop,0,0,0.0
CUST00276,0.126,5,537,Desktop,1,1,44.44
CUST00277,0.242,8,712,Desktop,1,0,0.0
CUST00278,0.402,4,787,Desktop,0,0,0.0
CUST00279,0.318,3,454,Desktop,0,1,236.28
CUST00280,0.482,3,463,Desktop,0,0,0.0
CUST00281,0.298,2,833,Mobile,0,1,565.19
CUST00282,0.424,5,984,Desktop,1,0,0.0
CUST00283,0.157,2,305,Mobile,1,0,0.0
CUST00284,0.426,3,79,Mobile,1,1,133.46
CUST00285,0.073,2,68,Mobile,1,0,0.0
CUST00286,0.267,1,60,Mobile,0,0,0.0
CUST00287,0.422,3,276,Tablet,1,0,0.0
CUST00288,0.256,4,532,Desktop,0,0,0.0
CUST00289,0.132,5,468,Desktop,1,0,0.0
CUST00290,0.173,6,149,Mobile,1,0,0.0
CUST00291,0.378,3,640,Tablet,0,0,0.0
CUST00292,0.165,3,529,Desktop,1,0,0.0
CUST00293,0.591,0,715,Desktop,0,0,0.0
CUST00294,0.099,5,200,Mobile,1,0,0.0
CUST00295,0.408,1,721,Mobile,0,0,0.0
CUST00296,0.24,4,696,Mobile,1,0,0.0
CUST00297,0.441,4,975,Mobile,0,0,0.0
CUST00298,0.386,2,900,Mobile,0,0,0.0
CUST00299,0.056,2,317,Mobile,1,0,0.0
CUST00300,0.426,3,489,Mobile,1,0,0.0
CUST00301,0.303,3,102,Desktop,0,0,0.0
CUST00302,0.258,0,489,Desktop,1,0,0.0
CUST00303,0.256,1,275,Mobile,1,0,0.0
CUST00304,0.149,3,818,Desktop,1,0,0.0
CUST00305,0.628,5,232,Desktop,1,0,0.0
CUST00306,0.18,2,631,Desktop,0,0,0.0
CUST00307,0.237,2,572,Mobile,0,0,0.0
CUST00308,0.359,4,37,Mobile,1,0,0.0
CUST00309,0.413,2,684,Desktop,1,0,0.0
CUST00310,0.401,0,34,Mobile,1,0,0.0
CUST00311,0.281,2,604,Tablet,0,1,79.3
CUST00312,0.65,3,94,Mobile,0,0,0.0
CUST00313,0.048,1,941,Mobile,1,1,98.68
CUST00314,0.26,6,487,Mobile,1,0,0.0
CUST00315,0.194,0,981,Desktop,1,0,0.0
CUST00316,0.194,3,920,Desktop,0,0,0.0
CUST00317,0.299,3,179,Desktop,1,0,0.0
CUST00318,0.087,2,112,Desktop,1,0,0.0
CUST00319,0.48,5,54,Desktop,0,1,110.36
CUST00320,0.252,1,360,Mobile,1,0,0.0
CUST00321,0.112,2,503,Mobile,0,0,0.0
CUST00322,0.173,4,549,Tablet,1,0,0.0
CUST00323,0.435,1,153,Desktop,0,0,0.0
CUST00324,0.195,4,927,Mobile,0,1,84.95
CUST00325,0.167,4,611,Desktop,0,1,45.48
CUST00326,0.127,1,865,Mobile,1,0,0.0
CUST00327,0.24,4,814,Mobile,0,1,33.05
CUST00328,0.172,3,588,Mobile,0,0,0.0
CUST00329,0.175,5,822,Mobile,1,0,0.0
CUST00330,0.283,2,783,Mobile,0,0,0.0
CUST00331,0.486,0,893,Desktop,0,0,0.0
CUST00332,0.24,5,900,Mobile,1,1,156.4
CUST00333,0.04,2,235,Desktop,0,0,0.0
CUST00334,0.455,2,994,Desktop,0,0,0.0
CUST00335,0.599,1,710,Mobile,1,0,0.0
CUST00336,0.239,1,384,Mobile,1,1,181.66
CUST00337,0.232,3,630,Mobile,1,1,473.23
CUST00338,0.226,4,735,Desktop,0,0,0.0
CUST00339,0.423,7,217,Desktop,1,0,0.0
CUST00340,0.133,2,106,Mobile,1,1,101.26
CUST00341,0.107,0,456,Mobile,1,0,0.0
CUST00342,0.159,3,899,Desktop,1,0,0.0
CUST00343,0.321,4,395,Mobile,1,0,0.0
CUST00344,0.184,2,811,Mobile,0,0,0.0
CUST00345,0.095,4,273,Mobile,1,0,0.0
CUST00346,0.069,2,849,Mobile,1,0,0.0
CUST00347,0.125,0,207,Desktop,0,0,0.0
CUST00348,0.502,3,588,Desktop,1,0,0.0
CUST00349,0.307,3,833,Desktop,1,0,0.0
CUST00350,0.032,5,258,Desktop,0,0,0.0
CUST00351,0.337,0,201,Mobile,0,0,0.0
CUST00352,0.43,7,54,Mobile,1,1,37.73
CUST00353,0.236,1,691,Mobile,0,0,0.0
CUST00354,0.068,2,377,Mobile,0,0,0.0
CUST00355,0.173,0,480,Mobile,0,0,0.0
CUST00356,0.206,1,454,Desktop,1,0,0.0
CUST00357,0.631,6,163,Desktop,0,1,161.85
CUST00358,0.056,1,510,Mobile,0,1,260.37
CUST00359,0.23,2,879,Desktop,0,0,0.0
CUST00360,0.393,5,457,Mobile,0,0,0.0
CUST00361,0.235,3,721,Desktop,1,0,0.0
CUST00362,0.334,3,473,Tablet,1,0,0.0
CUST00363,0.027,4,618,Desktop,0,1,420.71
CUST00364,0.068,3,678,Desktop,1,1,55.29
CUST00365,0.114,2,991,Mobile,1,0,0.0
CUST00366,0.527,3,175,Desktop,1,1,141.21
CUST00367,0.151,4,870,Desktop,1,0,0.0
CUST00368,0.346,3,580,Desktop,0,0,0.0
CUST00369,0.24,2,172,Mobile,0,0,0.0
CUST00370,0.356,4,395,Mobile,1,1,179.09
CUST00371,0.345,0,228,Mobile,1,1,91.87
CUST00372,0.202,3,159,Tablet,1,0,0.0
CUST00373,0.244,3,923,Mobile,0,0,0.0
CUST00374,0.179,3,173,Mobile,1,0,0.0
CUST00375,0.279,6,950,Mobile,0,0,0.0
CUST00376,0.336,0,976,Tablet,1,0,0.0
CUST00377,0.179,5,645,Desktop,0,0,0.0
CUST00378,0.167,3,238,Mobile,0,0,0.0
CUST00379,0.125,3,747,Mobile,1,0,0.0
CUST00380,0.346,6,575,Mobile,1,0,0.0
CUST00381,0.083,3,238,Mobile,0,0,0.0
CUST00382,0.157,3,532,Desktop,1,0,0.0
CUST00383,0.212,1,517,Mobile,0,1,91.16
CUST00384,0.163,6,154,Mobile,1,0,0.0
CUST00385,0.158,1,903,Mobile,0,1,244.01
CUST00386,0.199,1,895,Mobile,0,0,0.0
CUST00387,0.377,4,792,Mobile,0,1,147.52
CUST00388,0.085,2,488,Desktop,1,0,0.0
CUST00389,0.27,2,597,Mobile,1,1,85.17
CUST00390,0.103,1,641,Tablet,0,0,0.0
CUST00391,0.151,3,688,Desktop,1,0,0.0
CUST00392,0.213,1,240,Mobile,1,1,258.94
CUST00393,0.211,3,638,Mobile,0,0,0.0
CUST00394,0.513,7,209,Desktop,1,1,189.16
CUST00395,0.35,4,696,Desktop,1,0,0.0
CUST00396,0.19,2,744,Mobile,0,0,0.0
CUST00397,0.028,0,918,Mobile,0,0,0.0
CUST00398,0.119,2,615,Mobile,1,1,237.8
CUST00399,0.184,5,108,Mobile,1,0,0.0
CUST00400,0.351,5,617,Desktop,1,0,0.0
CUST00401,0.144,5,295,Mobile,1,0,0.0
CUST00402,0.664,1,363,Mobile,0,0,0.0
CUST00403,0.431,3,953,Mobile,1,1,39.26
CUST00404,0.09,5,585,Desktop,1,0,0.0
CUST00405,0.119,4,648,Mobile,1,0,0.0
CUST00406,0.151,1,995,Mobile,1,0,0.0
CUST00407,0.334,5,663,Mobile,0,0,0.0
CUST00408,0.298,2,359,Desktop,1,0,0.0
CUST00409,0.446,2,241,Mobile,0,0,0.0
CUST00410,0.568,1,49,Desktop,1,0,0.0
CUST00411,0.36,1,686,Desktop,1,0,0.0
CUST00412,0.275,5,327,Mobile,1,0,0.0
CUST00413,0.275,1,506,Desktop,1,0,0.0
CUST00414,0.316,4,571,Mobile,1,0,0.0
CUST00415,0.081,4,862,Mobile,1,1,145.66
CUST00416,0.441,2,727,Mobile,1,1,84.55
CUST00417,0.3,2,217,Desktop,1,0,0.0
CUST00418,0.271,4,172,Mobile,0,0,0.0
CUST00419,0.459,3,692,Tablet,1,0,0.0
CUST00420,0.341,2,550,Mobile,0,0,0.0
CUST00421,0.553,3,797,Tablet,1,1,211.09
CUST00422,0.285,2,833,Tablet,1,0,0.0
CUST00423,0.445,3,454,Mobile,1,0,0.0
CUST00424,0.257,4,475,Desktop,1,0,0.0
CUST00425,0.652,1,956,Desktop,1,0,0.0
CUST00426,0.168,4,736,Desktop,1,0,0.0
CUST00427,0.158,4,697,Mobile,1,0,0.0
CUST00428,0.243,4,146,Mobile,0,0,0.0
CUST00429,0.236,3,421,Mobile,0,0,0.0
CUST00430,0.24,3,176,Desktop,1,0,0.0
CUST00431,0.173,7,945,Mobile,0,0,0.0
CUST00432,0.17,3,84,Mobile,1,0,0.0
CUST00433,0.601,6,344,Mobile,1,1,226.52
CUST00434,0.593,3,458,Mobile,1,1,65.99
CUST00435,0.199,2,670,Mobile,1,0,0.0
CUST00436,0.15,2,670,Mobile,1,1,204.33
CUST00437,0.428,4,508,Desktop,1,1,23.18
CUST00438,0.104,4,433,Mobile,1,0,0.0
CUST00439,0.214,6,838,Desktop,0,1,99.53
CUST00440,0.184,2,719,Mobile,1,0,0.0
CUST00441,0.137,2,167,Mobile,1,0,0.0
CUST00442,0.596,5,339,Mobile,1,0,0.0
CUST00443,0.335,1,878,Desktop,1,0,0.0
CUST00444,0.583,6,722,Desktop,1,0,0.0
CUST00445,0.234,3,935,Desktop,1,1,87.49
CUST00446,0.068,2,686,Mobile,1,0,0.0
CUST00447,0.071,1,613,Desktop,0,0,0.0
CUST00448,0.212,3,717,Tablet,1,1,74.12
CUST00449,0.088,3,689,Desktop,1,1,70.55
CUST00450,0.166,3,666,Mobile,1,0,0.0
CUST00451,0.254,2,95,Mobile,0,0,0.0
CUST00452,0.124,2,80,Mobile,1,0,0.0
CUST00453,0.281,4,718,Tablet,0,0,0.0
CUST00454,0.291,2,685,Desktop,0,0,0.0
CUST00455,0.166,5,658,Desktop,1,1,78.28
CUST00456,0.125,6,578,Mobile,0,0,0.0
CUST00457,0.304,3,631,Mobile,1,0,0.0
CUST00458,0.139,3,952,Tablet,0,0,0.0
CUST00459,0.281,3,834,Mobile,0,0,0.0
CUST00460,0.515,3,989,Mobile,0,0,0.0
CUST00461,0.252,2,941,Desktop,1,0,0.0
CUST00462,0.713,2,924,Mobile,0,0,0.0
CUST00463,0.341,1,468,Mobile,1,0,0.0
CUST00464,0.386,1,321,Mobile,1,1,52.53
CUST00465,0.128,0,314,Mobile,1,0,0.0
CUST00466,0.213,4,240,Desktop,0,0,0.0
CUST00467,0.555,6,58,Desktop,0,0,0.0
CUST00468,0.295,2,299,Tablet,0,0,0.0
CUST00469,0.164,0,342,Mobile,1,0,0.0
CUST00470,0.287,3,667,Mobile,1,0,0.0
CUST00471,0.442,4,500,Mobile,1,1,77.91
CUST00472,0.407,4,191,Desktop,1,0,0.0
CUST00473,0.284,5,900,Desktop,1,0,0.0
CUST00474,0.296,2,639,Mobile,0,0,0.0
CUST00475,0.156,0,581,Desktop,1,0,0.0
CUST00476,0.45,4,101,Mobile,0,0,0.0
CUST00477,0.091,2,827,Desktop,0,0,0.0
CUST00478,0.128,1,687,Desktop,1,1,34.12
CUST00479,0.201,2,484,Mobile,0,0,0.0
CUST00480,0.266,4,661,Desktop,1,0,0.0
CUST00481,0.46,4,58,Desktop,1,0,0.0
CUST00482,0.123,2,583,Desktop,1,1,177.35
CUST00483,0.135,2,466,Desktop,1,0,0.0
CUST00484,0.472,5,785,Mobile,0,0,0.0
CUST00485,0.341,4,646,Mobile,1,0,0.0
CUST00486,0.335,4,710,Mobile,0,0,0.0
CUST00487,0.227,1,819,Mobile,1,1,130.29
CUST00488,0.236,3,580,Tablet,0,0,0.0
CUST00489,0.433,4,354,Mobile,0,0,0.0
CUST00490,0.224,2,692,Desktop,0,1,166.32
CUST00491,0.401,5,830,Desktop,1,0,0.0
CUST00492,0.674,2,231,Desktop,1,0,0.0
CUST00493,0.368,2,832,Mobile,0,0,0.0
CUST00494,0.201,2,288,Mobile,1,0,0.0
CUST00495,0.051,3,826,Mobile,1,0,0.0
CUST00496,0.389,5,82,Mobile,1,0,0.0
CUST00497,0.222,4,393,Mobile,1,0,0.0
CUST00498,0.241,1,442,Mobile,0,1,86.01
CUST00499,0.173,4,44,Mobile,0,0,0.0
CUST00500,0.173,3,983,Mobile,1,0,0.0
CUST00501,0.212,2,683,Mobile,0,0,0.0
CUST00502,0.288,3,585,Mobile,0,0,0.0
CUST00503,0.464,7,929,Mobile,0,0,0.0
CUST00504,0.589,3,505,Mobile,1,0,0.0
CUST00505,0.079,0,905,Mobile,1,0,0.0
CUST00506,0.018,2,87,Mobile,1,1,112.12
CUST00507,0.376,1,353,Mobile,0,0,0.0
CUST00508,0.161,5,965,Desktop,0,0,0.0
CUST00509,0.09,7,529,Mobile,0,0,0.0
CUST00510,0.344,5,980,Desktop,1,1,47.56
CUST00511,0.362,6,142,Desktop,0,0,0.0
CUST00512,0.247,1,551,Desktop,1,0,0.0
CUST00513,0.765,1,414,Mobile,1,1,58.73
CUST00514,0.537,1,51,Mobile,0,0,0.0
CUST00515,0.132,4,159,Mobile,1,0,0.0
